ObjectID,vehicle_types,State,District,LOR_ab_2021,AccidentYear,AccidentMonth,AccidentHour,DayOfWeek,AccidentCategory,AccidentType,AccidentTypeDetail,LightingCondition,InvolvingBike,InvolvingCar,InvolvingPedestrian,RoadCondition,GraphicCoord1,GraphicCoord2,LongitudeWGS84,LatitudeWGS84,accident_outcome
109998,car,11,7,7300619.0,2021,1,14,7,3,2,6,0,0,1,0,1,796018.2589,5822739.196,13.35925879,52.47436651,0
110370,car,11,3,2400520.0,2021,1,20,1,3,3,6,2,0,1,0,1,799988.2122,5828912.431,13.42309463,52.52753402,0
111541,car,11,4,4400726.0,2021,1,1,6,3,9,1,2,0,1,0,0,791154.679,5824616.757,13.28949592,52.49381321,0
112174,car + pedestrian,11,4,4300414.0,2021,3,16,4,3,6,2,0,0,1,1,1,791505.4105,5826555.664,13.29634478,52.51100814,0
112177,car + pedestrian,11,4,4300414.0,2021,4,17,1,3,6,2,0,0,1,1,0,791567.4972,5826545.115,13.29724781,52.51088039,0
112180,bike,11,2,2200208.0,2021,8,10,3,2,3,6,0,1,0,0,0,797898.6687,5825137.375,13.38900556,52.49484111,1
112181,car,11,5,5200528.0,2021,11,17,6,2,4,6,1,0,1,0,0,782565.6135,5825446.398,13.16402825,52.5057667,1
112182,bike + car,11,9,9100101.0,2021,9,19,4,3,5,2,2,1,1,0,1,802664.0378,5825207.751,13.45904954,52.49285035,0
112184,bike + car,11,10,10400940.0,2021,7,20,6,3,5,3,0,1,1,0,0,812566.7795,5827181.034,13.60629112,52.50495334,0
112187,car,11,7,7400928.0,2021,3,15,1,3,2,6,0,0,1,0,0,800203.4875,5821509.271,13.41958744,52.461058,0
112189,car,11,4,4400830.0,2021,9,14,3,3,2,6,0,0,1,0,0,792400.87,5823170.025,13.30653019,52.48017738,0
112191,car,11,2,2500727.0,2021,8,8,5,3,5,2,0,0,1,0,0,802146.3932,5827747.059,13.45375262,52.51589701,0
112193,car,11,6,6400737.0,2021,5,10,7,3,2,6,0,0,1,0,0,786507.492,5816948.559,13.21465133,52.42752039,0
112205,car,11,3,3200206.0,2021,12,21,1,2,9,1,2,0,1,0,1,797981.2513,5834299.585,13.39843348,52.5769232,1
112206,car + pedestrian,11,7,7501030.0,2021,10,15,5,3,6,4,0,0,1,1,1,797987.7107,5819763.386,13.3855131,52.44662081,0
112212,bike,11,2,2500727.0,2021,8,15,4,3,5,3,0,1,0,0,0,802141.8982,5827763.741,13.45370173,52.51604902,0
112213,car,11,2,2500727.0,2021,10,10,1,3,5,2,0,0,1,0,0,802180.1605,5827725.655,13.45422929,52.51568645,0
112216,car,11,4,4501153.0,2021,6,8,5,3,2,6,0,0,1,0,1,794446.1398,5823093.717,13.33649249,52.47839438,0
112219,car,11,6,6400736.0,2021,2,11,3,2,2,6,0,0,1,0,0,785379.1915,5815651.563,13.1969956,52.41648102,1
112223,bike + car,11,9,9100203.0,2021,9,6,4,3,5,3,0,1,1,0,0,804105.6497,5824365.983,13.47944987,52.4845046,0
112225,bike + car,11,3,3400620.0,2021,6,15,3,3,5,2,0,1,1,0,0,798042.53,5833913.668,13.39898821,52.57343045,0
112229,bike + pedestrian,11,4,4300414.0,2021,6,12,2,3,6,4,0,1,0,1,0,791339.9188,5826528.353,13.29388922,52.51085172,0
112230,car,11,10,10100206.0,2021,4,13,4,3,5,2,0,0,1,0,0,808897.0635,5833397.338,13.5581744,52.56275196,0
112238,car,11,7,7400822.0,2021,11,17,4,3,2,1,1,0,1,0,1,796425.7265,5822606.822,13.36512274,52.47295892,0
112239,car,11,7,7501133.0,2021,10,13,1,2,2,6,0,0,1,0,0,797534.5221,5818235.287,13.37750425,52.43316969,1
112241,car,11,7,7400823.0,2021,7,12,2,3,2,6,0,0,1,0,0,797313.3684,5822340.893,13.37791564,52.47009272,0
112246,bike + car,11,4,4300621.0,2021,8,12,2,3,5,2,0,1,1,0,0,792256.105,5826682.571,13.30748639,52.51174414,0
112247,bike + car,11,10,10400941.0,2021,5,17,4,3,5,3,0,1,1,0,0,813269.0555,5827202.206,13.61662401,52.50474033,0
112255,car,11,10,10300733.0,2021,2,17,5,3,1,5,2,0,1,0,0,809587.2421,5827356.028,13.56269645,52.50822028,0
112258,car,11,10,10100312.0,2021,12,18,5,3,9,1,2,0,1,0,2,807773.9369,5829222.761,13.53779005,52.52597584,0
112260,car,11,3,3601142.0,2021,3,17,3,3,2,6,1,0,1,0,0,799141.926,5830367.385,13.41196655,52.54104049,0
112266,bike + car,11,12,12100204.0,2021,9,17,4,3,5,2,0,1,1,0,0,795766.4114,5832694.658,13.36441303,52.56374493,0
112267,bike,11,3,3601142.0,2021,11,7,2,2,0,1,0,1,0,0,1,799188.5834,5831268.25,13.41346392,52.54908973,1
112268,car,11,4,4300414.0,2021,10,15,2,3,5,2,0,0,1,0,0,791574.64,5826546.338,13.29735383,52.51088753,0
112278,car,11,7,7300619.0,2021,5,12,3,3,5,3,0,0,1,0,0,795845.2362,5822650.206,13.35663987,52.47366254,0
112282,bike + car,11,9,9100202.0,2021,6,14,2,3,5,3,0,1,1,0,0,803000.0964,5824659.273,13.46348555,52.48774795,0
112286,bike,11,3,3200205.0,2021,1,16,5,2,0,7,1,1,0,0,1,798175.5667,5836304.542,13.40309669,52.59478823,1
112289,car,11,7,7300619.0,2021,12,11,6,3,2,1,0,0,1,0,1,795800.1938,5822631.345,13.35596193,52.47351786,0
112290,bike + pedestrian,11,4,4300622.0,2021,10,9,3,3,6,7,0,1,0,1,1,793315.2273,5826835.971,13.32318352,52.51255082,0
112291,bike + car,11,1,1100104.0,2021,7,10,5,3,5,2,0,1,1,0,0,796402.4401,5826263.375,13.36803323,52.50574924,0
112296,car,11,1,1200624.0,2021,8,21,1,2,5,3,2,0,1,0,1,796135.8777,5829184.968,13.36671813,52.53208332,1
112300,bike + car,11,1,1401044.0,2021,6,19,1,3,5,2,0,1,1,0,0,796053.6263,5831351.556,13.36743985,52.55154931,0
112303,car,11,7,7400927.0,2021,3,7,5,3,0,7,0,0,1,0,0,799318.5751,5821561.37,13.40664841,52.4620104,0
112307,car,11,2,2100101.0,2021,8,10,6,3,2,6,0,0,1,0,0,797039.4259,5825862.432,13.37703297,52.50180879,0
112308,car,11,2,2500727.0,2021,12,20,1,3,5,2,2,0,1,0,2,802586.285,5827702.138,13.46017461,52.51525051,0
112311,car,11,6,6400737.0,2021,6,10,1,3,2,6,0,0,1,0,0,787033.4413,5820669.972,13.22556247,52.46061029,0
112319,bike + pedestrian,11,2,2400625.0,2021,11,23,3,3,6,4,2,1,0,1,0,801877.2901,5826536.261,13.44870076,52.50519356,0
112326,car,11,9,9100305.0,2021,8,14,6,3,2,7,0,0,1,0,0,805072.2414,5822664.836,13.49208411,52.46871875,0
112327,bike + car,11,10,10100311.0,2021,9,16,5,3,5,3,0,1,1,0,0,808013.343,5827457.847,13.53967385,52.51002362,0
112329,bike + car,11,1,1100310.0,2021,6,16,3,3,3,7,0,1,1,0,0,799350.5933,5827996.498,13.41289934,52.51967456,0
112332,bike + car,11,3,3701660.0,2021,2,23,6,3,1,5,2,1,1,0,0,800153.8397,5829169.434,13.42576078,52.52974645,0
112338,bike + car,11,1,1200624.0,2021,10,19,5,3,0,2,0,1,1,0,0,796193.4704,5829101.081,13.36748994,52.53130006,0
112340,bike + car,11,4,4300621.0,2021,7,9,6,3,5,2,0,1,1,0,0,792737.7084,5826741.651,13.31461473,52.51201553,0
112341,bike + car,11,12,12100204.0,2021,3,5,2,3,5,2,2,1,1,0,0,795712.8218,5832839.551,13.36375388,52.56507286,0
112344,car,11,7,7601341.0,2021,4,18,4,2,3,6,0,0,1,0,0,796376.6608,5815285.131,13.35790957,52.40735224,1
112361,car,11,3,3200206.0,2021,5,17,3,3,2,6,0,0,1,0,1,797962.3215,5834413.827,13.39825764,52.57795758,0
112366,car,11,1,1400940.0,2021,6,23,3,2,5,3,2,0,1,0,0,795878.6573,5832059.416,13.36549774,52.55798965,1
112370,car,11,9,9100203.0,2021,2,10,2,3,2,6,0,0,1,0,1,804106.561,5824366.79,13.47946399,52.48451132,0
112372,bike + car,11,12,12100204.0,2021,9,11,5,3,2,2,0,1,1,0,0,795766.3918,5832694.768,13.36441284,52.56374593,0
112373,bike + car,11,7,7601442.0,2021,12,18,4,3,5,7,2,1,1,0,0,799166.425,5816479.111,13.3998665,52.41653768,0
112374,bike + car,11,3,3601451.0,2021,10,7,4,3,5,2,1,1,1,0,1,800623.1662,5829919.626,13.43333697,52.53621198,0
112375,bike + car,11,1,1100310.0,2021,3,16,4,2,2,2,0,1,1,0,0,799571.012,5828269.929,13.41638443,52.5220044,1
112378,car,11,4,4501151.0,2021,4,17,3,3,2,6,0,0,1,0,0,793794.0174,5822990.239,13.32682689,52.47781795,0
112383,car,11,9,9100409.0,2021,8,19,5,2,0,6,0,0,1,0,0,807066.8106,5818226.013,13.51727452,52.42781936,1
112385,bike + car,11,1,1100205.0,2021,10,19,3,3,5,2,2,1,1,0,0,797620.7379,5826828.034,13.38643488,52.51014752,0
112388,car,11,3,3601449.0,2021,4,20,7,2,5,2,2,0,1,0,0,801326.2081,5830983.52,13.44463587,52.54535949,1
112394,car,11,4,4200207.0,2021,9,16,2,3,2,6,0,0,1,0,0,789632.2455,5824570.83,13.26709419,52.49421147,0
112399,bike + car,11,10,10100210.0,2021,7,8,2,3,0,6,0,1,1,0,0,807874.8918,5831024.917,13.54094269,52.5420696,0
112402,bike,11,2,2500727.0,2021,7,17,3,2,8,1,0,1,0,0,0,802176.0837,5827751.676,13.45419302,52.51592195,1
112406,car,11,6,6400735.0,2021,8,15,7,2,4,6,0,0,1,0,0,778632.1036,5814913.294,13.09743214,52.41333744,1
112407,car,11,4,4400726.0,2021,5,18,2,2,2,6,0,0,1,0,0,790883.5833,5824697.982,13.28558502,52.49468594,1
112412,car,11,3,3400725.0,2021,6,17,6,3,2,6,0,0,1,0,0,800399.8349,5835525.672,13.43512908,52.58658314,0
112416,car,11,11,11300724.0,2021,2,14,7,3,2,6,0,0,1,0,2,804284.5913,5827528.386,13.48496596,52.51274845,0
112419,bike + car,11,6,6400735.0,2021,12,17,1,3,5,2,2,1,1,0,1,782515.5814,5815767.111,13.15509963,52.41900278,0
112421,car,11,7,7400823.0,2021,3,14,4,3,2,7,0,0,1,0,0,796844.6447,5822390.222,13.37107945,52.47078981,0
112427,car,11,5,5200528.0,2021,9,15,7,3,2,6,0,0,1,0,0,783700.9278,5826664.84,13.18174917,52.51610233,0
112428,car + pedestrian,11,7,7501030.0,2021,11,16,5,3,6,4,0,0,1,1,1,797929.583,5820164.603,13.38501819,52.45024897,0
112429,car,11,12,12601031.0,2021,10,7,7,3,9,1,0,0,1,0,0,793360.7846,5836430.097,13.33233188,52.59853235,0
112431,bike + pedestrian,11,4,4300414.0,2021,7,15,7,3,6,4,0,1,0,1,0,791585.3658,5826548.132,13.297513,52.51089788,0
112438,car,11,7,7300619.0,2021,5,10,4,3,2,6,0,0,1,0,0,795339.5817,5822791.362,13.34934188,52.47520154,0
112449,car + pedestrian,11,2,2500728.0,2021,12,21,4,2,6,2,2,0,1,1,0,803078.4134,5827652.087,13.46735914,52.51452867,1
112450,bike + car,11,12,12400721.0,2021,10,8,3,3,5,3,0,1,1,0,1,790998.3323,5841243.444,13.30178657,52.64295191,0
112451,car,11,2,2500727.0,2021,7,13,7,2,5,2,0,0,1,0,0,802180.4469,5827727.107,13.45423481,52.51569931,1
112457,bike,11,10,10400940.0,2021,9,13,2,3,0,1,0,1,0,0,0,812806.8864,5827178.789,13.60981503,52.50479562,0
112462,bike + pedestrian,11,4,4300621.0,2021,3,18,3,3,6,4,2,1,0,1,0,792110.0645,5826657.753,13.30531876,52.51159989,0
112464,car,11,1,1100310.0,2021,9,19,3,3,2,6,1,0,1,0,0,799597.7001,5828282.643,13.41678806,52.5221037,0
112467,car,11,2,2500727.0,2021,5,15,5,3,5,3,0,0,1,0,1,802179.8209,5827735.063,13.45423284,52.51577096,0
112481,bike + car,11,7,7400720.0,2021,11,8,2,3,5,2,0,1,1,0,1,797773.5523,5823588.932,13.38578456,52.48102936,0
112482,bike + car,11,7,7501030.0,2021,10,14,4,3,5,2,0,1,1,0,0,797884.4768,5820425.942,13.3845895,52.45261618,0
112484,bike,11,2,2400521.0,2021,7,9,3,3,2,3,0,1,0,0,0,800355.2697,5827973.276,13.42764091,52.51891399,0
112489,bike + car,11,10,10400940.0,2021,5,16,3,3,5,3,0,1,1,0,0,812565.7574,5827180.98,13.60627606,52.50495344,0
112490,car,11,7,7601442.0,2021,9,14,5,3,5,3,0,0,1,0,0,799732.3755,5814397.287,13.40629986,52.39756716,0
112492,bike,11,9,9100101.0,2021,6,16,2,3,4,6,0,1,0,0,0,802848.8455,5825477.463,13.46200846,52.49516525,0
112498,bike + car,11,1,1100310.0,2021,8,19,4,3,2,6,0,1,1,0,0,799318.6624,5827926.333,13.41236702,52.51906316,0
112500,bike + pedestrian,11,6,6400735.0,2021,10,14,7,3,6,7,0,1,0,1,0,781746.2191,5815593.037,13.14366982,52.41783854,0
112503,bike + car,11,4,4300621.0,2021,3,11,3,3,5,3,0,1,1,0,0,792257.4631,5826682.764,13.30750651,52.51174515,0
112506,car,11,3,3701657.0,2021,4,11,2,3,2,2,0,0,1,0,0,799983.8276,5830224.046,13.42421394,52.53929287,0
112512,car + pedestrian,11,7,7601547.0,2021,10,7,2,3,6,4,0,0,1,1,0,800578.4055,5812245.727,13.41676802,52.37781775,0
112514,bike,11,3,3601139.0,2021,7,17,7,3,0,1,0,1,0,0,0,799221.2353,5832044.62,13.41464372,52.55603072,0
112518,car,11,12,12100204.0,2021,7,15,3,3,1,5,0,0,1,0,0,795723.5254,5832812.135,13.3638869,52.5648213,0
112522,bike,11,4,4200310.0,2021,8,7,6,3,2,6,0,1,0,0,0,789142.7925,5826156.533,13.26128174,52.50868732,0
112523,bike + car,11,11,11300722.0,2021,5,15,6,3,5,3,0,1,1,0,1,804226.0691,5827519.655,13.48409826,52.51270284,0
112524,car,11,2,2400522.0,2021,5,17,1,3,2,6,0,0,1,0,1,801774.0773,5827769.851,13.44830319,52.51630742,0
112532,car,11,7,7400927.0,2021,2,9,4,3,2,6,0,0,1,0,1,797956.9584,5822358.203,13.38737777,52.46989725,0
112535,car,11,1,1100102.0,2021,12,20,7,3,2,2,2,0,1,0,0,796453.881,5827390.807,13.36979314,52.51582761,0
112540,car,11,10,10300733.0,2021,4,12,4,3,2,6,0,0,1,0,0,808764.7052,5827439.37,13.5506928,52.5094333,0
112543,car,11,4,4400725.0,2021,8,16,6,3,2,6,0,0,1,0,0,790556.3766,5825144.222,13.28116817,52.49886081,0
112544,bike,11,9,9200613.0,2021,11,17,4,3,4,6,2,1,0,0,0,805798.5606,5821947.198,13.50208552,52.46188089,0
112547,car,11,12,12601032.0,2021,7,15,6,3,2,1,0,0,1,0,1,792716.916,5837436.284,13.32374253,52.60789923,0
112554,car,11,12,12200414.0,2021,8,15,6,3,3,6,0,0,1,0,0,791633.5781,5830875.987,13.30201808,52.54967053,0
112559,car,11,7,7400927.0,2021,6,6,5,3,2,6,0,0,1,0,0,798518.8065,5822085.263,13.39538029,52.46714396,0
112563,car,11,4,4400726.0,2021,1,11,5,3,5,3,0,0,1,0,0,791228.7405,5824620.315,13.29058684,52.4938056,0
112568,bike + car,11,3,3701660.0,2021,12,16,2,3,5,2,2,1,1,0,0,800044.5914,5828994.889,13.42399761,52.52824209,0
112570,car,11,7,7400824.0,2021,7,22,3,3,5,3,2,0,1,0,0,797829.1018,5822373.316,13.38551458,52.47010245,0
112576,car,11,2,2500727.0,2021,11,9,3,3,2,2,0,0,1,0,1,802178.1345,5827715.384,13.45419019,52.51559552,0
112577,bike + car,11,3,3601451.0,2021,9,19,4,3,5,2,2,1,1,0,0,800606.4017,5829899.506,13.43307235,52.53604088,0
112587,bike + car,11,3,3601449.0,2021,8,16,3,3,5,2,0,1,1,0,0,801016.932,5830555.206,13.43970075,52.54169143,0
112588,car,11,12,12100205.0,2021,5,15,1,3,5,3,0,0,1,0,0,794559.2845,5833816.034,13.34765205,52.5744516,0
112589,car + pedestrian,11,10,10100312.0,2021,12,17,4,2,6,4,2,0,1,1,1,807670.9065,5829886.141,13.53689003,52.53197917,1
112599,car,11,4,4400830.0,2021,8,14,4,3,2,6,0,0,1,0,0,791950.1925,5823957.788,13.3006028,52.48748071,0
112600,car,11,12,12500930.0,2021,6,12,6,3,2,6,0,0,1,0,0,794063.015,5835082.502,13.34147364,52.5860729,0
112609,car,11,7,7601544.0,2021,1,11,3,3,5,2,0,0,1,0,0,799806.7265,5813852.25,13.40690173,52.39264089,0
112613,bike + car,11,2,2100101.0,2021,10,19,4,3,5,2,2,1,1,0,0,797284.7209,5825593.917,13.38039635,52.49926826,0
112614,bike + car,11,1,1100104.0,2021,7,14,7,3,5,2,0,1,1,0,0,796206.1451,5825835.12,13.3647686,52.50201693,0
112619,bike + car,11,1,1100310.0,2021,8,1,1,3,2,6,2,1,1,0,0,799709.0759,5828474.049,13.41859718,52.52375814,0
112620,car,11,6,6400737.0,2021,11,8,2,3,5,3,0,0,1,0,0,785698.269,5816405.609,13.20231835,52.42307542,0
112623,bike + car,11,3,3601139.0,2021,7,20,6,2,0,2,0,1,1,0,0,799199.2257,5832020.08,13.41429792,52.55582286,1
112628,car,11,7,7400824.0,2021,9,16,6,3,0,1,0,0,1,0,1,797694.6572,5822311.382,13.38348592,52.46962055,0
112630,car,11,8,8100521.0,2021,8,14,6,3,2,6,0,0,1,0,0,802654.576,5821738.984,13.45576256,52.46176499,0
112631,car,11,12,12100101.0,2021,5,11,3,3,2,6,0,0,1,0,0,795809.0701,5832452.408,13.36482456,52.56155023,0
112635,bike + car,11,10,10400941.0,2021,6,17,4,3,5,2,0,1,1,0,0,813550.9263,5827159.332,13.62072288,52.50419424,0
112636,car,11,7,7501133.0,2021,4,1,1,3,5,2,2,0,1,0,1,798181.752,5818924.81,13.38761144,52.4389981,0
112642,car,11,4,4200206.0,2021,5,15,1,3,2,6,0,0,1,0,1,788383.9118,5826036.285,13.25002692,52.50801096,0
112645,bike,11,3,3701657.0,2021,10,17,5,3,3,6,0,1,0,0,0,800062.041,5830191.77,13.42533456,52.53896051,0
112647,car,11,2,2100101.0,2021,7,6,4,3,3,6,0,0,1,0,0,797300.4111,5825591.351,13.38062451,52.49923671,0
112651,bike + pedestrian,11,4,4300621.0,2021,8,13,2,3,6,7,0,1,0,1,0,792566.9682,5826734.441,13.31209963,52.5120425,0
112652,car,11,1,1100207.0,2021,5,9,3,3,2,6,0,0,1,0,0,798635.7727,5827033.609,13.40153138,52.5114355,0
112658,car,11,7,7200308.0,2021,2,9,4,3,2,6,0,0,1,0,0,795230.843,5823513.413,13.34838482,52.48173303,0
112662,car,11,4,4400725.0,2021,12,7,6,3,3,6,2,0,1,0,1,790629.8701,5825033.727,13.28215135,52.49783108,0
112663,car,11,7,7400720.0,2021,10,20,3,3,2,6,2,0,1,0,0,797791.3265,5823530.035,13.38599291,52.48049173,0
112664,car,11,3,3601449.0,2021,4,15,6,2,5,2,0,0,1,0,0,801342.9431,5830998.378,13.44489539,52.54548341,1
112667,bike,11,4,4200206.0,2021,4,15,7,3,5,2,0,1,0,0,0,788371.5555,5826034.297,13.24984365,52.50799966,0
112670,car,11,6,6400737.0,2021,9,18,5,2,8,1,0,0,1,0,0,786402.3551,5816901.902,13.21306931,52.42715711,1
112671,car,11,3,3500936.0,2021,11,20,3,3,3,6,2,0,1,0,1,801535.5221,5831186.587,13.44789755,52.54706378,0
112674,bike,11,3,3701660.0,2021,7,12,6,3,0,1,0,1,0,0,0,800008.8561,5828979.327,13.42345838,52.52812226,0
112678,car + pedestrian,11,1,1100102.0,2021,7,17,6,2,6,4,0,0,1,1,0,794653.708,5827073.098,13.34305996,52.51395511,1
112687,bike,11,2,2400521.0,2021,6,9,5,3,0,1,0,1,0,0,0,800428.756,5827893.736,13.42864886,52.51816057,0
112693,car,11,1,1100104.0,2021,9,20,6,3,2,2,2,0,1,0,0,796211.3171,5825846.542,13.36485473,52.50211651,0
112694,bike + car,11,7,7100205.0,2021,12,21,3,3,3,6,2,1,1,0,1,796033.162,5825276.908,13.36173144,52.49710691,0
112696,car,11,7,7601547.0,2021,3,10,7,3,3,6,0,0,1,0,1,800376.3585,5812645.944,13.41416709,52.38151593,0
112699,bike + car,11,5,5400943.0,2021,4,12,2,3,5,3,0,1,1,0,0,780178.4245,5822276.179,13.12628297,52.478571,0
112706,bike,11,2,2500727.0,2021,7,20,3,3,0,1,0,1,0,0,0,802175.9803,5827752.07,13.45419186,52.51592553,0
112710,bike + car,11,7,7501133.0,2021,9,14,6,3,2,3,0,1,1,0,1,798266.6304,5818638.776,13.38860118,52.43638784,0
112712,car,11,3,3400620.0,2021,8,18,1,2,5,3,0,0,1,0,0,798042.6871,5833914.83,13.39899157,52.57344078,1
112722,car,11,7,7300619.0,2021,1,15,3,3,2,2,1,0,1,0,1,795707.786,5823146.433,13.35506211,52.47818526,0
112725,bike + car,11,3,3601451.0,2021,5,19,2,3,5,3,0,1,1,0,0,800578.0533,5829914.358,13.43266909,52.53618964,0
112726,bike + car,11,2,2500727.0,2021,11,17,3,3,5,2,2,1,1,0,1,802579.0961,5827686.957,13.46005519,52.51511844,0
112727,car,11,1,1300836.0,2021,10,15,6,3,5,2,0,0,1,0,1,796343.923,5830077.937,13.37057247,52.53997479,0
112728,car,11,12,12500927.0,2021,7,19,2,3,3,6,0,0,1,0,0,793411.8147,5836199.13,13.33287849,52.59643436,0
112733,car,11,7,7501030.0,2021,8,18,3,3,2,6,0,0,1,0,0,798111.7914,5819180.742,13.38681357,52.4413304,0
112735,car,11,7,7400720.0,2021,9,5,1,2,1,6,2,0,1,0,0,797774.3952,5823571.027,13.38578094,52.48086841,1
112737,car,11,9,9200613.0,2021,6,16,7,3,2,6,0,0,1,0,0,806775.7178,5820984.765,13.51553888,52.4527076,0
112740,car,11,12,12400723.0,2021,2,14,5,3,2,6,0,0,1,0,0,792114.6667,5837967.142,13.31534281,52.61298209,0
112744,car,11,3,3200205.0,2021,9,15,4,3,5,3,0,0,1,0,0,798165.874,5836123.633,13.40279116,52.59317197,0
112745,car,11,1,1100310.0,2021,8,6,1,3,5,2,0,0,1,0,0,799105.0119,5827690.29,13.40901544,52.51706461,0
112750,car + pedestrian,11,4,4300414.0,2021,6,15,4,3,6,4,0,0,1,1,0,791561.8946,5826565.403,13.29718326,52.51106526,0
112754,car,11,3,3601141.0,2021,4,14,5,3,1,5,0,0,1,0,1,799202.7437,5831557.678,13.41393292,52.55167622,0
112758,car,11,12,12100103.0,2021,11,16,1,3,5,7,2,0,1,0,0,795336.9183,5833745.999,13.35903137,52.57340237,0
112766,bike + car,11,1,1100310.0,2021,5,18,4,3,0,2,0,1,1,0,0,799792.5569,5828613.13,13.41994934,52.52495889,0
112776,car,11,4,4100101.0,2021,9,14,3,3,0,1,0,0,1,0,0,790892.7734,5829007.481,13.28948738,52.53331565,0
112777,car,11,1,1100102.0,2021,12,16,1,3,5,3,1,0,1,0,1,796676.764,5826211.163,13.37201659,52.5051321,0
112778,car,11,7,7200410.0,2021,10,18,3,3,0,5,2,0,1,0,1,795327.4541,5823629.716,13.34990636,52.48272336,0
112779,car,11,7,7400822.0,2021,3,14,5,3,2,6,0,0,1,0,1,796820.9329,5822396.028,13.37073656,52.47085474,0
112782,bike + car,11,1,1100310.0,2021,4,20,5,3,5,2,1,1,1,0,1,799079.3393,5827595.299,13.40855283,52.51622723,0
112785,car,11,7,7501133.0,2021,9,16,6,3,2,7,0,0,1,0,0,798224.2256,5818775.802,13.38810149,52.43763926,0
112786,car,11,3,3601451.0,2021,11,9,6,3,2,6,0,0,1,0,0,800581.0641,5829912.965,13.43271208,52.5361755,0
112787,car,11,7,7300619.0,2021,10,7,3,2,2,6,1,0,1,0,1,795911.1295,5822693.263,13.35764538,52.47401282,1
112794,bike + car,11,4,4200311.0,2021,6,13,1,3,5,5,0,1,1,0,0,790515.9155,5826374.98,13.28164774,52.50991619,0
112795,car,11,4,4200206.0,2021,4,13,7,3,2,6,0,0,1,0,0,786851.0503,5825824.34,13.22732089,52.5069189,0
112798,bike,11,2,2400625.0,2021,1,6,1,3,8,1,2,1,0,0,0,801796.3989,5826319.607,13.44731622,52.50329643,0
112819,car + pedestrian,11,7,7400720.0,2021,5,15,2,3,6,4,0,0,1,1,0,797842.3037,5822464.311,13.38578959,52.47091091,0
112821,bike + car,11,1,1100310.0,2021,10,22,2,2,3,6,2,1,1,0,0,799045.3056,5827542.271,13.40800511,52.51577057,1
112825,car,11,7,7501030.0,2021,4,17,5,3,3,6,0,0,1,0,0,797951.3261,5819971.703,13.38516513,52.44850798,0
112828,car,11,12,12500927.0,2021,9,15,5,3,2,6,0,0,1,0,0,793388.072,5836322.543,13.33263831,52.59755348,0
112829,car + pedestrian,11,9,9100203.0,2021,11,21,5,3,6,7,2,0,1,1,1,804038.1139,5824306.139,13.4784038,52.48400585,0
112830,bike + car,11,3,3400831.0,2021,10,16,6,3,5,7,0,1,1,0,0,800075.3247,5834038.937,13.42900767,52.57343634,0
112832,car,11,5,5200633.0,2021,7,9,7,2,5,3,0,0,1,0,0,784343.3466,5826494.092,13.191045,52.51423682,1
112839,bike + car,11,12,12400721.0,2021,8,17,4,3,5,3,0,1,1,0,0,790996.6056,5841245.863,13.30176325,52.64297452,0
112840,car,11,10,10400940.0,2021,5,12,6,3,2,6,0,0,1,0,0,812065.073,5827140.562,13.59888545,52.50487782,0
112848,car,11,9,9100202.0,2021,2,22,3,1,8,1,2,0,1,0,1,803329.2497,5824338.648,13.46802652,52.48469146,1
112855,bike + car,11,7,7501133.0,2021,4,20,2,3,5,2,1,1,1,0,0,797577.797,5818425.304,13.37830805,52.43484948,0
112858,bike + car,11,2,2200208.0,2021,9,12,4,3,5,2,0,1,1,0,0,797896.849,5825439.479,13.38924901,52.4975501,0
112860,car,11,4,4501151.0,2021,9,15,2,3,2,6,0,0,1,0,0,793810.0272,5822991.083,13.32706268,52.4778169,0
112862,car,11,2,2500727.0,2021,6,18,4,3,2,6,0,0,1,0,1,802148.9846,5827848.68,13.45388297,52.5168064,0
112867,bike,11,2,2500726.0,2021,9,16,2,3,0,7,0,1,0,0,0,801916.2823,5828402.509,13.45096667,52.52189925,0
112869,car,11,7,7601236.0,2021,8,19,6,3,1,1,0,0,1,0,0,796740.074,5816074.057,13.36393564,52.41422752,0
112871,bike + car,11,12,12500927.0,2021,5,18,6,3,3,6,0,1,1,0,1,793383.0877,5836329.709,13.33257128,52.59762041,0
112875,car,11,7,7200411.0,2021,6,12,7,3,2,6,0,0,1,0,1,795905.0188,5824393.978,13.35906515,52.48926167,0
112879,car,11,8,8200622.0,2021,1,17,2,3,3,6,2,0,1,0,1,801748.4851,5821822.856,13.44254228,52.46301784,0
112882,car + pedestrian,11,7,7501030.0,2021,5,8,7,3,6,4,0,0,1,1,0,798000.2733,5819693.434,13.385635,52.44598692,0
112883,bike,11,2,2500728.0,2021,12,10,4,3,0,7,0,1,0,0,0,802946.5907,5827649.329,13.46541998,52.51457719,0
112885,car,11,4,4200206.0,2021,7,15,3,3,2,6,0,0,1,0,0,788896.1474,5826118.697,13.25762484,52.50847879,0
112889,bike + car,11,3,3601348.0,2021,8,18,7,3,5,2,0,1,1,0,0,799600.8989,5830275.057,13.4186307,52.53996076,0
112893,car,11,10,10400940.0,2021,6,13,5,3,2,6,0,0,1,0,0,812071.8949,5827156.524,13.59900059,52.50501696,0
112896,car,11,7,7601544.0,2021,2,10,1,3,5,7,0,0,1,0,0,799926.2548,5813390.318,13.40823972,52.38843483,0
