name,code,codeEu,address,lat,lng,date,value,pollutant
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-26,14.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-26,14.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-26,13.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-26,13.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-26,12.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-26,12.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-26,11.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-26,11.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-26,10.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-26,9.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-26,9.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-26,8.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,8.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,7.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,7.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,7.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,6.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,6.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,6.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,6.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,6.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,6.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,6.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,6.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,6.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,6.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,6.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,6.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,6.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,6.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,6.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,7.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,7.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,8.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,9.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-25,10.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,11.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,12.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,13.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,14.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,15.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,15.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,16.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,17.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,17.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,18.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,19.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,19.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,20.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,21.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,22.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,23.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,24.0,pm10
010 Wedding,mc010,DEBE010,"13353 Wedding, Amrumer Str./Limburger Str.",52.54291000,13.34926000,2021-12-24,25.0,pm10
