osmid,lanes,name,highway,maxspeed,oneway,length,geometry,width,bridge,ref,access,tunnel,junction,service,area,est_width,u,v,key
31129417,,Fritz-Erler-Allee,tertiary,50,True,13.861,"LINESTRING (13.4511552 52.4368419, 13.4510554 52.4367331)",,,,,,,,,,34968248,1519854150,0
30140808,,Gutschmidtstraße,tertiary,50,True,70.409,"LINESTRING (13.4511552 52.4368419, 13.4509942 52.4368884, 13.4505929 52.4369403, 13.4503961 52.4369582, 13.4501449 52.4369626)",,,,,,,,,,34968248,34968272,0
31129416,,Fritz-Erler-Allee,tertiary,50,True,14.014,"LINESTRING (13.4513236 52.4367688, 13.4511552 52.4368419)",,,,,,,,,,34968250,34968248,0
5108256,,Grüner Weg,residential,50,True,93.80199999999999,"LINESTRING (13.4513236 52.4367688, 13.4513701 52.4368231, 13.4514022 52.4368607, 13.451432 52.4369777, 13.4516136 52.4375893)",,,,,,,,,,34968250,34968256,0
31129418,,Gutschmidtstraße,tertiary,50,True,8.233,"LINESTRING (13.4509533 52.4367732, 13.4510554 52.4367331)",,,,,,,,,,34968252,1519854150,0
138639258,,Grüner Weg,path,,False,15.894,"LINESTRING (13.4509533 52.4367732, 13.450935 52.4366307)",,,,,,,,,,34968252,5287844262,0
30140809,,Fritz-Erler-Allee,tertiary,50,True,15.486,"LINESTRING (13.451181 52.43666, 13.4513236 52.4367688)",,,,,,,,,,34968253,34968250,0
30140807,,Fritz-Erler-Allee,tertiary,50,True,315.526,"LINESTRING (13.451181 52.43666, 13.4512583 52.4365967, 13.451753 52.4361919, 13.4520181 52.4359749, 13.4525227 52.4355809, 13.4526775 52.4354734, 13.4529081 52.4353317, 13.4529616 52.4352988, 13.4531955 52.4351799, 13.4539987 52.4348505, 13.4544682 52.4347105)",,,,,,,,,,34968253,1520204312,0
"[30077233, 431571668, 431571669, 708595513]",3,Johannisthaler Chaussee,secondary,50,True,662.7089999999998,"LINESTRING (13.460205 52.4318813, 13.4603513 52.4319396, 13.4607224 52.4320767, 13.4610995 52.432217, 13.4618137 52.4324661, 13.4618561 52.4324783, 13.4621759 52.4325705, 13.4622895 52.4326032, 13.4623953 52.4326315, 13.4630284 52.4328008, 13.4641573 52.4330444, 13.4642881 52.4330726, 13.4648362 52.4331954, 13.4655649 52.4333587, 13.4662923 52.4334812, 13.4663331 52.4334875, 13.4664626 52.4335077, 13.46656 52.4335229, 13.4666574 52.4335381, 13.4675995 52.4336388, 13.467831 52.4336698, 13.4680512 52.4337247, 13.4682329 52.4337825, 13.4684656 52.4338856, 13.4687743 52.4340497, 13.46889 52.4341214, 13.4689431 52.4341504, 13.4690623 52.4342252)",,,,,,,,,,34968326,1853142989,0
"[30077240, 211571472, 30077239]","['2', '3']",Fritz-Erler-Allee,tertiary,50,True,502.11,"LINESTRING (13.460205 52.4318813, 13.4601024 52.4319865, 13.4600329 52.4320536, 13.4599877 52.4320972, 13.4595605 52.4325095, 13.4591462 52.4329094, 13.4590947 52.43295, 13.4588018 52.4331804, 13.4584269 52.4334454, 13.4579781 52.4336763, 13.4576801 52.4338209, 13.4572996 52.4339624, 13.4567189 52.4341523, 13.4563143 52.4342846, 13.454735 52.4347401)",,,,,,,,,,34968326,34968304,0
138515672,3,Buckower Damm,secondary,50,True,296.94899999999996,"LINESTRING (13.434722 52.4415545, 13.434585 52.4419284, 13.4342299 52.4428311, 13.4341693 52.4429971, 13.4341591 52.4430225, 13.4340895 52.4431964, 13.4340661 52.4432548, 13.4340212 52.4433669, 13.4339995 52.4434132, 13.4339173 52.4436011, 13.4337484 52.4440237, 13.433736 52.4440559, 13.4336976 52.4441508)",,,,,,,,,,35110814,29122670,0
23451078,,,path,,False,159.24200000000002,"LINESTRING (13.434722 52.4415545, 13.4353721 52.4416076, 13.4356304 52.4416166, 13.4358746 52.4416145, 13.4361391 52.4415965, 13.4363305 52.4415731, 13.4365752 52.4415351, 13.4367858 52.4414904, 13.4370305 52.4414497)",,,,,,,,,,35110814,253973193,0
34570658,,Gotthardstraße,secondary,50,True,207.80700000000002,"LINESTRING (13.3496209 52.5673974, 13.3474726 52.5671379, 13.3471954 52.5671044, 13.3468362 52.5670609, 13.3467717 52.5670531, 13.3466053 52.567033)",,,,,,,,,,35359625,172545,0
"[551258170, 151742468]",,Ostburger Weg,residential,30,False,178.329,"LINESTRING (13.5121301 52.4118833, 13.5123282 52.4119626, 13.512746 52.4121362, 13.5128749 52.4121873, 13.5142138 52.4127177, 13.5142741 52.4127416, 13.5143275 52.4127638)",,,,,,,,,,38298939,619867373,0
130667390,3,Oppelner Straße,secondary,30,True,72.38999999999999,"LINESTRING (13.4414061 52.5005307, 13.4414953 52.5005444, 13.4415807 52.5005735, 13.441817 52.5007653, 13.4418928 52.5008229, 13.4419293 52.5008521, 13.4419798 52.5008925, 13.4420599 52.5009392, 13.4421578 52.5009696)",,,,,,,,,,38457827,29276965,0
"[42878065, 176050273, 435358684, 31099393]","['2', '3']",Pablo-Picasso-Straße,secondary,50,False,799.473,"LINESTRING (13.5200348 52.5620284, 13.5201109 52.5619664, 13.5207024 52.5614817, 13.5208136 52.5614031, 13.5209373 52.5613267, 13.5210709 52.5612595, 13.5212169 52.5612006, 13.5213516 52.5611562, 13.5222736 52.5608799, 13.5223484 52.5608493, 13.522514 52.5607816, 13.5227693 52.5606636, 13.5229608 52.560575, 13.5230829 52.5605186, 13.5234875 52.5603203, 13.5238526 52.5601265, 13.5241966 52.5599241, 13.5244157 52.559793, 13.5246282 52.5596422, 13.5248656 52.5594738, 13.5251932 52.5592126, 13.525881 52.5586941, 13.5269595 52.5578809, 13.5269785 52.5578666, 13.5275154 52.5574568, 13.5280435 52.5570469, 13.5280782 52.5570215, 13.5281975 52.5569343)",,,,,,,,,,49873522,49823805,0
44152848,3,Rhinstraße,secondary,50,True,10.66,"LINESTRING (13.5096265 52.546345, 13.5095659 52.5464335)",,,,,,,,,,50808066,3269283216,0
6141207,2,Marzahner Straße,tertiary,50,True,151.542,"LINESTRING (13.5096265 52.546345, 13.5097671 52.5463446, 13.510265 52.5463431, 13.5111756 52.5462965, 13.5113651 52.5462933, 13.5116067 52.5462948, 13.5118543 52.546338)",,,,,,,,,,50808066,50805574,0
"[4788742, 44152838, 191641492, 191641493, 44152858]","['2', '3', '4']","['Rhinstraße', 'Hohenschönhausener Rhinstraßenbrücke']",secondary,50,True,1312.6469999999997,"LINESTRING (13.509309 52.5463447, 13.5093715 52.5462365, 13.509409 52.5461716, 13.509449 52.5461038, 13.5097595 52.5455838, 13.5100321 52.5451274, 13.5105665 52.5443545, 13.511219 52.543459, 13.5117015 52.5428158, 13.5118279 52.5426431, 13.5130434 52.5409418, 13.513485 52.5402923, 13.513589 52.5401588, 13.5139076 52.5397172, 13.5139392 52.5396734, 13.514042 52.5395449, 13.5141659 52.5393853, 13.5146192 52.5388011, 13.514837 52.5385205, 13.5155665 52.5375541, 13.5158693 52.5371669, 13.5159556 52.5370547, 13.5159679 52.5370389, 13.515982 52.5370208, 13.5162689 52.5366208, 13.5165502 52.5362817, 13.516952 52.5357128, 13.5169779 52.5356761, 13.5170146 52.5356281, 13.5170344 52.5356022, 13.5170863 52.5355342)",,yes,,,,,,,,50808206,8091460382,0
"[7706213, 6141207]",2,"['Marzahner Straße', 'Gärtnerstraße']",tertiary,50,True,21.471,"LINESTRING (13.509309 52.5463447, 13.5094513 52.5463437, 13.5095021 52.5463437, 13.5096265 52.546345)",,,,,,,,,,50808206,50808066,0
"[426100320, 4632777, 26435216, 119201849, 426100314, 426100316, 24468958]","['2', '3']","['Bornholmer Straße', 'Osloer Straße', 'Prinzenallee']","['secondary', 'primary']",50,True,1068.0849999999998,"LINESTRING (13.3946183 52.5551161, 13.3944071 52.5551129, 13.394131 52.5551027, 13.3939236 52.5551178, 13.3928237 52.5552119, 13.3925721 52.5552495, 13.3925097 52.5552588, 13.3923488 52.5552829, 13.3922112 52.55531, 13.3917077 52.555409, 13.3916453 52.5554211, 13.3914609 52.5554568, 13.3912549 52.555473, 13.3901486 52.5555472, 13.390099 52.5555499, 13.3899409 52.5555626, 13.3879191 52.555724, 13.3876591 52.5557463, 13.385675 52.5559071, 13.3846605 52.5559952, 13.3845746 52.5560027, 13.3844136 52.5560167, 13.3844932 52.556115, 13.3845988 52.5562466, 13.3851264 52.5569937, 13.3851735 52.5570582, 13.3854972 52.5575075, 13.3855298 52.5575566, 13.3855555 52.5575954, 13.3861771 52.5584725, 13.3862275 52.558546, 13.3862521 52.5585818, 13.3863157 52.5586746, 13.3863651 52.5587641, 13.3865364 52.5590745)",,,,,,,,,,51352439,277865232,0
4702562,2,Alice-Salomon-Platz,secondary,50,True,6.786,"LINESTRING (13.6047231 52.536614, 13.6047538 52.5365559)",,,,,,,,,,52664443,8354724170,0
"[60769283, 367793015]","['5', '4']",Frankfurter Allee,primary,50,True,84.92399999999999,"LINESTRING (13.4939738 52.5118141, 13.4929121 52.5119148, 13.4928586 52.5119191, 13.4928313 52.5119223, 13.4927344 52.5119335)",,,B 1;B 5,,,,,,,52761980,5264242540,0
97206935,2,Groß-Berliner Damm,secondary,50,True,479.57699999999994,"LINESTRING (13.5142615 52.4464106, 13.5144272 52.44631, 13.5149647 52.4459385, 13.5165076 52.4448551, 13.5167805 52.4446635, 13.5169807 52.4445185, 13.5170779 52.4444529, 13.5172069 52.4443611, 13.5180088 52.4438146, 13.5182318 52.4436601, 13.5184226 52.4435355, 13.5188893 52.4432179, 13.5189061 52.4432069, 13.5189466 52.4431792)",6,,,,,,,,,57343267,3750575901,0
446659716,,Berliner Straße,secondary,50,True,402.237,"LINESTRING (13.3263874 52.486529, 13.3253496 52.4865398, 13.3240514 52.4865385, 13.3235346 52.4865338, 13.3228621 52.4865292, 13.3227901 52.4865287, 13.3226092 52.4865297, 13.322411 52.4865307, 13.3222137 52.4865317, 13.3212391 52.4865261, 13.3208624 52.4865249, 13.3206908 52.4865292, 13.3206234 52.4865309, 13.3205813 52.4865319, 13.3204478 52.4865368)",,,,,,,,,,59931142,26682657,0
9628683,,,path,,False,20.177,"LINESTRING (13.3263874 52.486529, 13.3263892 52.4865811, 13.3266016 52.4865807)",,,,,,,,,,59931142,4441928828,0
446633536,,Berliner Straße,secondary,50,True,90.15800000000002,"LINESTRING (13.3263852 52.4864498, 13.326452 52.4864492, 13.3267683 52.4864607, 13.3268804 52.4864648, 13.326996 52.486485, 13.327462 52.4865665, 13.3275272 52.4865779, 13.3276835 52.4866052)",,,,,,,,,,59931144,27604142,0
446809283,,,path,,False,12.994,"LINESTRING (13.3263852 52.4864498, 13.3263852 52.4864212, 13.3262403 52.4864233)",,,,,,,,,,59931144,4440360212,0
29992454,2,Buschkrugallee,secondary,,False,28.102,"LINESTRING (13.4565128 52.4425932, 13.4564606 52.4426595, 13.4563319 52.4428206)",,,,,,,,,,65052144,34967085,0
9476897,,,path,,False,13.571,"LINESTRING (13.2998129 52.4876038, 13.2999461 52.4875126)",,,,,,,,,,72759775,29918930,0
"[137071146, 318552331, 137071149, 318552339, 318552308, 819896277, 318552342, 318552343, 318552381]","['2', '3']",Hohenzollerndamm,secondary,50,True,895.4099999999999,"LINESTRING (13.2998129 52.4876038, 13.2997537 52.4875725, 13.2995304 52.4874525, 13.2994304 52.4873993, 13.2992925 52.4873255, 13.2992438 52.4873008, 13.2991227 52.4872304, 13.2975956 52.4864041, 13.2971063 52.4861313, 13.2967971 52.4859623, 13.2963711 52.4857255, 13.2963283 52.4857017, 13.296293 52.4856821, 13.2962158 52.4856392, 13.2960896 52.4855717, 13.2956945 52.4853605, 13.2950344 52.4850204, 13.2937265 52.4842948, 13.2936689 52.4842635, 13.2936205 52.4842371, 13.2935848 52.4842177, 13.2933013 52.4840635, 13.293186 52.4840008, 13.2930646 52.4839362, 13.2925655 52.4836663, 13.2921487 52.4834466, 13.2921023 52.4834222, 13.2900849 52.4823299, 13.2900409 52.4823036, 13.2899435 52.4822454)",,,,,,,,,,72759775,26739103,0
"[461514279, 461514280, 31012743, 378178060, 378178061, 9494420, 31344372]","['1', '2']",Mahlsdorfer Straße,secondary,50,True,1396.3839999999996,"LINESTRING (13.579625 52.4589249, 13.5798221 52.4590273, 13.5799257 52.4591209, 13.579959 52.4591499, 13.5803963 52.4595329, 13.5805521 52.4596715, 13.5806269 52.459738, 13.5807633 52.4598594, 13.580914 52.4599935, 13.5811007 52.4601495, 13.5812313 52.4602627, 13.5814628 52.4604634, 13.5816828 52.4606724, 13.5818634 52.4608735, 13.5821955 52.4612691, 13.5823066 52.4613992, 13.5826136 52.4617588, 13.5826642 52.461818, 13.5830441 52.4622646, 13.5832278 52.4624852, 13.5833375 52.4626071, 13.5834241 52.4627033, 13.5837057 52.4630163, 13.5837938 52.4631169, 13.5839083 52.4632728, 13.5840273 52.4634349, 13.5841275 52.4636516, 13.584155 52.4638186, 13.5841755 52.4641224, 13.5841825 52.464226, 13.5843612 52.4658447, 13.5843793 52.4658926, 13.5844344 52.4660388, 13.584585 52.466203, 13.5846691 52.4662946, 13.5848607 52.4664572, 13.5849548 52.466537, 13.5850287 52.466599, 13.5852665 52.4668018, 13.5853952 52.4669115, 13.5860391 52.4674606, 13.586108 52.4675178, 13.586218 52.4676088, 13.5870232 52.4682749, 13.5872929 52.4684979, 13.5874003 52.4685868, 13.5879081 52.4690068, 13.5880068 52.4690849, 13.5882436 52.4692723, 13.5883028 52.4693192, 13.5887262 52.4696289, 13.5888173 52.4696956, 13.588962 52.4698014)",,,,,,,,,,72981490,274721493,0
"[93705450, 37861386, 860227378, 79523623]","['2', '3']",Bahnhofstraße,secondary,"['30', '50']",False,669.5489999999999,"LINESTRING (13.579625 52.4589249, 13.579593 52.4588863, 13.5795839 52.4588753, 13.579306 52.4585404, 13.5792463 52.4584684, 13.5791566 52.4583708, 13.5791004 52.4583097, 13.5786958 52.4578563, 13.5786166 52.4577629, 13.5785394 52.4576673, 13.5781577 52.4572387, 13.5781135 52.4571835, 13.5780919 52.4571566, 13.5778588 52.4568253, 13.5772359 52.4559408, 13.5772014 52.455893, 13.5771113 52.4557672, 13.5770275 52.4556465, 13.5770007 52.455608, 13.5769139 52.4554833, 13.5767849 52.4552974, 13.5767606 52.4552624, 13.5767305 52.4552172, 13.5764802 52.45486, 13.5762492 52.4545661, 13.5754087 52.4537948, 13.5751528 52.4535724)",12,,,,,,,,,72981490,928259421,0
"[27944192, 520751009, 520751010, 520751011, 4699427, 418365128, 705056460, 874644237, 478274640, 31521841, 389190870]","['1', '2', '3']","['Gülzower Straße', 'Altentreptower Straße']",secondary,50,True,1295.9009999999998,"LINESTRING (13.5888972 52.517497, 13.5888105 52.5174305, 13.5886296 52.5173471, 13.5883555 52.5172226, 13.588048 52.5170857, 13.5876673 52.5169122, 13.5867827 52.5164817, 13.5860161 52.5161112, 13.5854 52.515824, 13.5846375 52.5154734, 13.5838345 52.5150944, 13.5837906 52.5150739, 13.5836002 52.5149852, 13.5834112 52.5148939, 13.5831291 52.5147614, 13.5825124 52.5144617, 13.5821656 52.5143018, 13.5814697 52.5139663, 13.5810452 52.513776, 13.5806356 52.513605, 13.5804837 52.5135554, 13.5802826 52.5134945, 13.5799661 52.5134163, 13.5796601 52.5133513, 13.5793476 52.5133074, 13.5790869 52.5132799, 13.5788513 52.5132632, 13.5780512 52.5132516, 13.5774724 52.5132429, 13.5768794 52.513234, 13.5766099 52.51323, 13.5763048 52.5132254, 13.5758544 52.5132191, 13.5758248 52.5132194, 13.5743759 52.5131938, 13.574254 52.5131931, 13.5736689 52.5131843, 13.5720413 52.5131722)",,,,,,,,,,73729224,29881572,0
47974159,3,Am Bahndamm,tertiary,50,False,6.121,"LINESTRING (13.5796581 52.4590412, 13.5795692 52.459051)",,,,,,,,,,75070774,4823421497,0
"[410646532, 25000125, 331318342]",2,Müggelseedamm,secondary,"['30', '50']",False,1183.062,"LINESTRING (13.6010842 52.4516938, 13.6010949 52.4516172, 13.6011193 52.451556, 13.6011767 52.4515071, 13.601605 52.4513674, 13.6019594 52.4512645, 13.6037707 52.4507049, 13.6047626 52.4503985, 13.6064892 52.4498305, 13.6071915 52.4495995, 13.6073239 52.4495562, 13.6089889 52.4490115, 13.6091216 52.4489681, 13.6098001 52.4487389, 13.6101817 52.4485992, 13.611738 52.4480286, 13.6120138 52.4479275, 13.6126642 52.4477223, 13.6134299 52.4475426, 13.6135433 52.447512, 13.6142712 52.4473186, 13.6149524 52.4471412, 13.6157578 52.4469443, 13.6161459 52.4468486, 13.6164359 52.4468017)",,,,,,,,,,75113204,271949158,0
386249198,2,Fürstenwalder Damm,secondary,50,True,12.751,"LINESTRING (13.5932165 52.452993, 13.5933852 52.4529422)",,,,,,,,,,75138126,86030007,0
"[283006420, 148614181]","['2', '3']",Salvador-Allende-Straße,secondary,50,True,156.291,"LINESTRING (13.5932165 52.452993, 13.5931933 52.452838, 13.5931773 52.4525611, 13.5931659 52.4523217, 13.5931436 52.4520173, 13.5931258 52.4517753, 13.5931228 52.4517343, 13.5931121 52.4515891)",,,,,,,,,,75138126,31492513,0
"[638460946, 675103981]",2,Bölschestraße,tertiary,50,True,187.67,"LINESTRING (13.6243321 52.4468542, 13.6243597 52.4470003, 13.624394 52.4471248, 13.624449 52.4476876, 13.6243645 52.4478271, 13.6242405 52.4476896, 13.6241693 52.4471463)",,,,,,,,,,75146108,6017306907,0
"[628906299, 308319510]",,Wiltbergstraße,secondary,50,False,972.5189999999999,"LINESTRING (13.4795204 52.6436994, 13.4796981 52.6436572, 13.4802424 52.6435435, 13.4804544 52.6434995, 13.4825501 52.6430355, 13.4833722 52.6428534, 13.4834586 52.6428343, 13.4838746 52.6427407, 13.4840054 52.6426955, 13.4842455 52.6425837, 13.4844257 52.6424929, 13.4849077 52.6421437, 13.4856672 52.6416006, 13.4862995 52.6411589, 13.4863486 52.6411259, 13.486577 52.6409662, 13.4868164 52.6408011, 13.4874627 52.6403501, 13.4898353 52.6386917, 13.4903709 52.6383174)",,,,,,,,,,76598379,135967764,0
"[9779443, 22294245]",,,path,,False,214.43200000000002,"LINESTRING (13.296733 52.5480036, 13.296707 52.5478952, 13.2974557 52.5467168, 13.2975945 52.5464773, 13.2977732 52.5461959)",,,,,,,,,,77752644,78160338,0
31012748,3,Salvador-Allende-Straße,secondary,30,True,150.632,"LINESTRING (13.5933255 52.4515883, 13.5933371 52.4517294, 13.5933641 52.4520607, 13.5933705 52.4521393, 13.5933748 52.4522762, 13.5933867 52.4527973, 13.5933876 52.452837, 13.5933852 52.4529422)",,,,,,,,,,86030003,86030007,0
272111641,2,Salvador-Allende-Straße,secondary,50,True,27.931,"LINESTRING (13.5933852 52.4529422, 13.5932491 52.4531793)",,,,,,,,,,86030007,297481137,0
"[124551393, 283006413, 151237812, 310306838, 310306839, 31091032]","['2', '3']",Fürstenwalder Damm,secondary,50,True,552.754,"LINESTRING (13.5933852 52.4529422, 13.5935662 52.4529432, 13.594231 52.4529265, 13.5943395 52.4529266, 13.5944827 52.452929, 13.5946866 52.4529325, 13.594822 52.4529456, 13.5948463 52.452948, 13.5950312 52.4529714, 13.5953065 52.4530014, 13.5955761 52.4529977, 13.5958657 52.4529817, 13.5960607 52.4529597, 13.5962579 52.4529358, 13.5965536 52.4528964, 13.5968704 52.4528203, 13.5970522 52.4527766, 13.5971868 52.4527374, 13.5978862 52.4525185, 13.5992954 52.4520861, 13.599835 52.4519149, 13.6000281 52.4518586, 13.6001999 52.4518299, 13.600793 52.4517307, 13.600824 52.4517259, 13.6010842 52.4516938)",,yes,,,,,,,,86030007,75113204,0
"[237122662, 70553224, 180797802, 180797806, 26708309, 238053688]","['2', '3', '4']",Oberspreestraße,secondary,50,True,701.2420000000001,"LINESTRING (13.5693323 52.4446742, 13.5692203 52.4446963, 13.5687817 52.4447802, 13.5684498 52.4448457, 13.5681561 52.4449053, 13.5678024 52.4449783, 13.5674643 52.4450328, 13.5662233 52.4452667, 13.5650407 52.4455192, 13.5644824 52.4456349, 13.5642473 52.4456852, 13.5640422 52.4457283, 13.563885 52.4457876, 13.5635054 52.4458682, 13.5631321 52.4459506, 13.5630776 52.4459626, 13.5627102 52.4460035, 13.5623855 52.4460259, 13.5621159 52.4460735, 13.561077 52.4463054, 13.5608541 52.44635, 13.5602914 52.4464715, 13.5595495 52.4466082, 13.5595069 52.446615)",,,,,,,,,,94947120,445788328,0
24043612,2,Roedernallee,primary,50,True,13.068,"LINESTRING (13.3397604 52.5881239, 13.3398404 52.5880169)",,,B 96,,,,,,,95760103,95760120,0
"[142150648, 487197438]","['2', '3']",Am Nordgraben,secondary,50,True,345.111,"LINESTRING (13.3397604 52.5881239, 13.3396347 52.5880931, 13.338829 52.5878984, 13.3381228 52.5877475, 13.337821 52.5876991, 13.3374031 52.5876588, 13.3367726 52.5876166, 13.3355895 52.5875442, 13.3350192 52.5875093, 13.3349481 52.587505, 13.3347949 52.5874956)",,,,,,,,,,95760103,29691794,0
485197149,3,Am Nordgraben,secondary,50,True,11.409,"LINESTRING (13.3398404 52.5880169, 13.3400002 52.5880501)",,,,,,,,,,95760120,95760121,0
24043612,2,Roedernallee,primary,50,True,54.45400000000001,"LINESTRING (13.3398404 52.5880169, 13.3399075 52.5879262, 13.3400656 52.5877549, 13.3402698 52.5876059)",,,B 96,,,,,,,95760120,95760114,0
485197147,2,Roedernallee,primary,50,True,13.694,"LINESTRING (13.3400002 52.5880501, 13.3399159 52.5881621)",,,B 96,,,,,,,95760121,21540761,0
"[142150659, 283014555]",2,Am Nordgraben,secondary,50,True,436.025,"LINESTRING (13.3400002 52.5880501, 13.3401453 52.5880803, 13.3410549 52.5883201, 13.3414702 52.5884214, 13.344221 52.5890925, 13.3452649 52.5893404, 13.3455877 52.5894128, 13.3459902 52.5895094)",,,,,,,,,,95760121,260752309,0
11017121,,Sundgauer Straße,tertiary,50,True,11.485,"LINESTRING (13.2790009 52.430906, 13.2789284 52.4309164, 13.2788742 52.4309541, 13.2788658 52.4309599)",,,,,,,,,,98136446,4646648423,0
"[25558788, 24326506, 152696626, 31145654, 31145656]",2,Schönhauser Allee,secondary,50,True,1172.971,"LINESTRING (13.4120043 52.5401375, 13.412026 52.5399504, 13.4120355 52.5393559, 13.4120374 52.5392597, 13.4120559 52.5385474, 13.4120592 52.538183, 13.4120616 52.5380621, 13.4120625 52.5380184, 13.4120643 52.5379291, 13.4120783 52.5378231, 13.4121117 52.5375494, 13.4122005 52.5365809, 13.4122452 52.5360663, 13.4122781 52.5357497, 13.4123101 52.5355398, 13.4123725 52.5352199, 13.4123828 52.535166, 13.41253 52.534467, 13.412605 52.5340996, 13.4126435 52.5339241, 13.412708 52.5335977, 13.4127119 52.533537, 13.412718 52.5334408, 13.4126862 52.5333168, 13.4126421 52.5331902, 13.4126261 52.5331442, 13.4124974 52.5327825, 13.4124812 52.532737, 13.4124463 52.5326454, 13.4124205 52.5325483, 13.4123398 52.5323045, 13.4122758 52.5320615, 13.4121764 52.5316652, 13.4121133 52.5315082, 13.4120072 52.5313497, 13.4119478 52.5312814, 13.4118313 52.5311717, 13.4115703 52.5309766, 13.4110997 52.5306212, 13.4110131 52.5305559, 13.4106529 52.5302791, 13.4105358 52.530179, 13.4104463 52.5300852, 13.4104046 52.5299802)",,,,,,,,,,98983781,27484568,0
"[435912753, 435912754, 822124414]","['3', '4']",Michael-Brückner-Straße,primary,50,True,105.13499999999999,"LINESTRING (13.5124951 52.4545614, 13.5126042 52.4544879, 13.5129359 52.4542643, 13.5130089 52.4542151, 13.5131393 52.4541272, 13.5132094 52.4540799, 13.5132929 52.4540257, 13.5135364 52.4538605)",,,B 96a,,,,,,,100157398,7676264014,0
395077041,2,Oberspreestraße,secondary,50,False,49.760000000000005,"LINESTRING (13.5577268 52.4469537, 13.5572224 52.4470641, 13.5570349 52.4471034)",,,,,,,,,,101373692,3656890824,0
335396337,3,Kurfürstenstraße,secondary,50,True,10.522,"LINESTRING (13.3531422 52.5022282, 13.3532872 52.5021941)",,,,,,,,,,101472351,26823017,0
491742191,,Karl-Heinrich-Ulrichs-Straße,secondary,50,True,56.359,"LINESTRING (13.3531422 52.5022282, 13.3531775 52.5021192, 13.3533386 52.5017358)",,,,,,,,,,101472351,101471630,0
302429245,3,Kaiser-Friedrich-Straße,secondary,30,True,66.482,"LINESTRING (13.2998215 52.5189137, 13.2997495 52.5192961, 13.2997415 52.5193384, 13.2997097 52.5195077)",,,,,,,,,,102924090,26784928,0
11607313,4,Lützowplatz,tertiary,50,False,70.478,"LINESTRING (13.3518232 52.5041889, 13.3525661 52.5039793, 13.3527573 52.5039101)",,,,,,,,,,103553858,26822978,0
11607582,2,Lützowplatz,tertiary,50,True,52.882999999999996,"LINESTRING (13.3518232 52.5041889, 13.3515134 52.5043759, 13.35148 52.5044238, 13.3514296 52.504496, 13.3513969 52.504573)",,,,,,,,,,103553858,103554408,0
"[678030595, 309600203, 150514948, 11405639]","['2', '3', '4']",Lützowplatz,"['secondary', 'primary']",50,True,108.707,"LINESTRING (13.3513969 52.504573, 13.3514991 52.50467, 13.3518007 52.5049617, 13.3520202 52.5052256, 13.3521468 52.5052664, 13.3522428 52.5052921, 13.3522709 52.5052997, 13.3523488 52.5053215)",,,,,,,,,,103554408,162055830,0
13853646,,,path,,False,11.483,"LINESTRING (13.4344343 52.4624347, 13.4346035 52.4624407)",,,,,,,,,,129939609,4267809120,0
"[5095578, 313805740, 39982805]","['2', '3']",Britzer Damm,secondary,50,True,108.045,"LINESTRING (13.4344343 52.4624347, 13.4344603 52.4623406, 13.434555 52.4620712, 13.4345912 52.4619682, 13.4346256 52.4618546, 13.4346672 52.4617866, 13.4347464 52.461657, 13.4348432 52.4614986)",,,,,,,,,,129939609,26953134,0
13853646,,,path,,False,127.52,"LINESTRING (13.4344343 52.4624347, 13.4342625 52.4624335, 13.432573 52.462271)",,,,,,,,,,129939609,129939608,0
"[628906299, 308319510]",,Wiltbergstraße,secondary,50,False,972.5189999999998,"LINESTRING (13.4903709 52.6383174, 13.4898353 52.6386917, 13.4874627 52.6403501, 13.4868164 52.6408011, 13.486577 52.6409662, 13.4863486 52.6411259, 13.4862995 52.6411589, 13.4856672 52.6416006, 13.4849077 52.6421437, 13.4844257 52.6424929, 13.4842455 52.6425837, 13.4840054 52.6426955, 13.4838746 52.6427407, 13.4834586 52.6428343, 13.4833722 52.6428534, 13.4825501 52.6430355, 13.4804544 52.6434995, 13.4802424 52.6435435, 13.4796981 52.6436572, 13.4795204 52.6436994)",,,,,,,,,,135967764,76598379,0
30076968,1,Kölner Damm,tertiary,,True,9.013,"LINESTRING (13.46174 52.4218164, 13.4616157 52.4218451)",,,,,,,,,,138436578,138507619,0
846732249,1,Lipschitzallee,tertiary,,True,311.074,"LINESTRING (13.46174 52.4218164, 13.4617892 52.4218964, 13.4621072 52.4224135, 13.4621173 52.422431, 13.4622442 52.4226181, 13.4627461 52.4234379, 13.4628047 52.423525, 13.4628339 52.4235674, 13.4632335 52.4241473, 13.463279 52.4242134, 13.4633503 52.4243169, 13.4634209 52.4244188)",,,,,,,,,,138436578,138506018,0
5108263,1,Fritz-Erler-Allee,tertiary,50,True,13.502,"LINESTRING (13.4832572 52.4258639, 13.483109 52.4257828)",,,,,,,,,,138498905,138498911,0
