osmid,lanes,name,highway,maxspeed,oneway,length,geometry,width,bridge,ref,access,tunnel,junction,service,area,est_width,u,v,key
"[511006147, 156350662, 550428743, 550428746, 550428748]",2,Britzer Straße,secondary,50,False,956.5780000000002,"LINESTRING (13.4108898 52.4389993, 13.4106831 52.4390073, 13.4102018 52.4390356, 13.4100723 52.4390444, 13.4097252 52.439076, 13.4094371 52.4391006, 13.4094003 52.4391038, 13.4086344 52.4391692, 13.4080403 52.4392199, 13.4079933 52.4392238, 13.4075154 52.4392629, 13.4054815 52.4394334, 13.4053704 52.4394431, 13.4046459 52.4394982, 13.4040024 52.4395519, 13.4032621 52.439627, 13.4032224 52.4396304, 13.4030563 52.4396447, 13.4029491 52.4396525, 13.4028652 52.4396583, 13.4026142 52.4396768, 13.4023658 52.4396985, 13.4021349 52.4397184, 13.4018854 52.439736, 13.4014473 52.4397615, 13.3992225 52.4399449, 13.3985496 52.4400193, 13.3984714 52.4400282, 13.3981808 52.4400658, 13.3978763 52.4400954, 13.3974217 52.4401203, 13.3970639 52.4401201, 13.3969067 52.4401214)",,,,,,,,,,2762491687,29654538,0
472244044,,Britzer Straße,secondary,50,True,56.272,"LINESTRING (13.4108898 52.4389993, 13.4109589 52.4389658, 13.4112837 52.4389729, 13.4115681 52.4390035, 13.4116718 52.4390493)",,,,,,,,,,2762491687,29654531,0
601521227,,,cycleway,,False,5.908,"LINESTRING (13.3155338 52.5972759, 13.3155501 52.5973281)",,,,,,,,,,2856051132,272357804,0
281617575,,,cycleway,,False,5.962,"LINESTRING (13.3155338 52.5972759, 13.3155805 52.5972304)",,,,,,,,,,2856051132,294851287,0
464934095,,,cycleway,,False,3.425,"LINESTRING (13.3155338 52.5972759, 13.3154871 52.5972639)",,,,,,,,,,2856051132,5716824803,0
"[270442656, 270442657, 4898661, 294774513, 294774515, 294774521]",,Am Landschaftspark Gatow,"['residential', 'unclassified', 'living_street']",30,False,1082.3790000000001,"LINESTRING (13.1324489 52.4696077, 13.1321709 52.4698305, 13.1318802 52.4700635, 13.1315764 52.470307, 13.1314487 52.4704093, 13.1307867 52.4711513, 13.1301488 52.4718664, 13.1300397 52.4719886, 13.1297971 52.4722606, 13.129515 52.4725768, 13.1294124 52.4726918, 13.1289964 52.4731636, 13.1280417 52.4745452, 13.1279464 52.4746832, 13.1278605 52.4748064, 13.1271953 52.4757597, 13.1271161 52.4759975, 13.1271119 52.476032, 13.1270682 52.4764705, 13.1270136 52.4770153, 13.1269738 52.4772046, 13.1268848 52.4774496, 13.1267333 52.4777125, 13.1263077 52.4784616)",,,,,,,,,,2859401178,278197181,0
"[201408461, 41927333]",4,Brunnenstraße,secondary,50,False,383.97999999999996,"LINESTRING (13.3976546 52.5359701, 13.3979828 52.5350694, 13.3979958 52.5350337, 13.398028 52.5349456, 13.3980598 52.5348591, 13.398074 52.5348202, 13.3982723 52.5342798, 13.3987188 52.5330629, 13.3987395 52.5330064, 13.3988888 52.5325995)",,,,,,,,,,2861733605,21441737,0
365734769,2,Brunnenstraße,secondary,50,True,144.443,"LINESTRING (13.3976546 52.5359701, 13.3976625 52.536069, 13.3975263 52.5364184, 13.397453 52.5365423, 13.3974377 52.5365682, 13.3972066 52.536859, 13.3971803 52.5368922, 13.3971173 52.5369784, 13.3970274 52.5370418, 13.3968769 52.5371527)",,,,,,,,,,2861733605,21441736,0
395140994,,,cycleway,,False,48.091,"LINESTRING (13.3140207 52.5986906, 13.3147275 52.5986382)",,,,,,,,,,2941002995,3980315741,0
645994149,,,path,,False,187.669,"LINESTRING (13.3140207 52.5986906, 13.31409 52.5986264, 13.3142229 52.5985106, 13.314297 52.5984423, 13.31439 52.5983595, 13.3144541 52.5982938, 13.3154694 52.5973194, 13.315485 52.5973044, 13.3154871 52.5972639)",,,,,,,,,,2941002995,5716824803,0
"[235052440, 671681772, 645994149, 460141768]",,,path,,False,1286.031,"LINESTRING (13.3140207 52.5986906, 13.3138883 52.598758, 13.3130224 52.5988933, 13.3126654 52.5989432, 13.3120859 52.599017, 13.3118615 52.5990203, 13.3115599 52.5989994, 13.3111767 52.5989155, 13.3108269 52.5988225, 13.3104672 52.5987012, 13.3100302 52.5985655, 13.3090177 52.5981755, 13.3089206 52.5981244, 13.3085881 52.5979532, 13.3084208 52.5978461, 13.3080156 52.5976034, 13.3075029 52.597277, 13.3068869 52.596874, 13.3067959 52.5968044, 13.3066975 52.5967669, 13.306488 52.5966611, 13.3062983 52.5966037, 13.3060886 52.5965611, 13.305617 52.596544, 13.3053358 52.596525, 13.3049465 52.5964959, 13.3046464 52.5964469, 13.3041769 52.5963901, 13.3035805 52.5962847, 13.3033472 52.5962413, 13.3030795 52.5961748, 13.3029584 52.5961544, 13.2966823 52.5954337)",,,,,,,,,,2941002995,4558189502,0
890915227,3,Eisenacher Straße,tertiary,50,False,17.737000000000002,"LINESTRING (13.5702066 52.5407227, 13.5701054 52.5407328, 13.5700559 52.5407378, 13.569998 52.5407436, 13.5699478 52.5407486)",,,,,,,,,,2998369325,8314371081,0
330951967,,Wohlrabedamm,residential,50,False,876.6299999999999,"LINESTRING (13.2673075 52.5337162, 13.2674155 52.5336856, 13.2676277 52.5336166, 13.2678293 52.5335511, 13.2686838 52.5332592, 13.2686888 52.533261, 13.2690509 52.5331248, 13.2695734 52.532941, 13.2699145 52.5328497, 13.2709486 52.5326733, 13.2712979 52.5326334, 13.2719236 52.5325697, 13.2723383 52.5325358, 13.2724976 52.5325273, 13.2726287 52.5325175, 13.2726924 52.5325138, 13.2730357 52.5325041, 13.2734563 52.5325041, 13.2737716 52.5325059, 13.2742284 52.5325086, 13.2746907 52.5325132, 13.2748646 52.5325146, 13.275447 52.5325192, 13.2757189 52.5325213, 13.2758246 52.5325221, 13.2760288 52.5325297, 13.2761828 52.5325353, 13.2763335 52.5325551, 13.2765732 52.5326159, 13.2766622 52.5326824, 13.2767227 52.5327421, 13.2767454 52.532828, 13.2767699 52.5329241, 13.2766662 52.5331171, 13.2764716 52.5334405, 13.2764529 52.5338495, 13.276468 52.5339842, 13.2764852 52.534081, 13.2764872 52.5341069, 13.2765011 52.534168, 13.27656 52.5343586, 13.2766208 52.5345147)",,,,,,,,,,3000195727,1006022705,0
192232855,,Jungfernheideweg,residential,30,False,25.706,"LINESTRING (13.2718791 52.5369831, 13.2718567 52.5367913, 13.2718522 52.5367525)",,,,,,,,,,3051113160,5779513215,0
"[235047941, 37837031, 604008285, 4684925, 51218397, 51218398]","['2', '3']","['Romain-Rolland-Straße', 'Rennbahnstraße']",secondary,50,False,878.7739999999999,"LINESTRING (13.4542937 52.5621891, 13.4540985 52.5622716, 13.454048 52.5622921, 13.4538558 52.5623701, 13.4536359 52.5624664, 13.4530489 52.5627236, 13.4522336 52.5630808, 13.452099 52.563137, 13.4517716 52.5632744, 13.4510506 52.563579, 13.4500512 52.5640657, 13.4500289 52.5640769, 13.4491209 52.5645251, 13.4490298 52.564555, 13.4489099 52.5645777, 13.4486253 52.5646187, 13.448393 52.5646541, 13.4476818 52.5647492, 13.4475834 52.5647625, 13.4474559 52.5647797, 13.4474346 52.5647827, 13.4468305 52.5648662, 13.44648 52.5649147, 13.446226 52.5649481, 13.4459192 52.5649908, 13.4456316 52.5650325, 13.4454217 52.5650629, 13.4453129 52.5650787, 13.4451055 52.5651109, 13.4445078 52.5651919, 13.4444348 52.5652044, 13.4442193 52.5652376, 13.4437186 52.565313, 13.4435945 52.5653315, 13.4434125 52.5653588, 13.4431744 52.5653945, 13.4427522 52.5654535)",,,,,,,,,,3116349935,1493332175,0
"[30135002, 432205822, 174392986]","['2', '3']",Rennbahnstraße,secondary,50,False,232.268,"LINESTRING (13.4542937 52.5621891, 13.454441 52.562122, 13.4544984 52.5620993, 13.4550044 52.5618995, 13.4560616 52.5614532, 13.4562824 52.5613593, 13.4569152 52.5610855, 13.456958 52.561067, 13.4571166 52.5609987)",,,,,,,,,,3116349935,29778886,0
"[549424066, 549424067, 549424069, 25768166, 23008634]",2,Gustav-Adolf-Straße,tertiary,50,False,1166.076,"LINESTRING (13.4542937 52.5621891, 13.4541971 52.5621134, 13.4541511 52.5620922, 13.4538099 52.5619398, 13.45361 52.5618496, 13.4535196 52.5618089, 13.4532995 52.5617231, 13.4526212 52.5614364, 13.4514594 52.5609308, 13.4514125 52.5609108, 13.4501796 52.5603908, 13.449351 52.5600156, 13.4491726 52.5599348, 13.4490579 52.5598829, 13.4488763 52.5598006, 13.4487839 52.5597585, 13.4482705 52.5595358, 13.4474828 52.5591941, 13.4470202 52.5589934, 13.4465886 52.5588062, 13.4459886 52.5585459, 13.4457143 52.5584291, 13.4443439 52.5578265, 13.4436302 52.5575113, 13.4434409 52.5574283, 13.4430058 52.5572374, 13.4428017 52.5571478, 13.4426348 52.5570746, 13.4421621 52.5568745, 13.4416933 52.556663, 13.4409734 52.5563525, 13.4405915 52.5561818, 13.4403108 52.5560564)",,,,,,,,,,3116349935,5307269663,0
"[374344531, 655368180, 655368181, 374344532, 374344533]",6,Fennstraße,secondary,50,False,463.774,"LINESTRING (13.3621998 52.5381736, 13.3624065 52.5382696, 13.3624678 52.538298, 13.3627221 52.538416, 13.3627905 52.5384478, 13.3630917 52.5385901, 13.3631899 52.5386365, 13.3632917 52.5386846, 13.3644329 52.5392237, 13.3644899 52.5392506, 13.3645585 52.5392826, 13.364633 52.5393182, 13.3646406 52.5393218, 13.3657725 52.5398564, 13.3676139 52.5407333)",,,,,building_passage,,,,,3152369266,26750778,0
"[4403591, 23735656, 374595306, 374595312, 42103711]",3,"['Fennbrücke', 'Fennstraße']",secondary,50,True,96.36099999999999,"LINESTRING (13.3621998 52.5381736, 13.3619048 52.5380889, 13.3615995 52.5379488, 13.3614229 52.537871, 13.3612641 52.5377966, 13.3610891 52.5376502)",,yes,,,,,,,,3152369266,3392791695,0
313932643,4,Ostpreußendamm,secondary,50,False,59.494,"LINESTRING (13.3049061 52.4173687, 13.3051143 52.4177031, 13.3051343 52.4177352, 13.3052175 52.4178689)",,,,,,,,,,3199749044,30135002,0
28819635,4,Ostpreußendamm,secondary,50,False,79.945,"LINESTRING (13.3056476 52.4185383, 13.3054188 52.4181802, 13.305314 52.4180182, 13.3052892 52.4179798, 13.3052175 52.4178689)",,,,,,,,,,3199749045,30135002,0
"[318210394, 334308447]",2,Wagner-Régeny-Straße,tertiary,50,False,454.8,"LINESTRING (13.5380087 52.4348658, 13.5377637 52.4350197, 13.537693 52.4350641, 13.5376237 52.4351099, 13.5375894 52.4351325, 13.5366876 52.4357275, 13.5365993 52.4357858, 13.5365178 52.4358396, 13.5362381 52.4360242, 13.5361484 52.4360834, 13.5356292 52.436426, 13.5355525 52.4364766, 13.5352751 52.4366596, 13.5351948 52.4367126, 13.5351024 52.4367736, 13.5342907 52.4373091, 13.5338145 52.4376233, 13.5334478 52.4378653)",6.5,,,,,,,,,3246050935,1652675134,0
190083618,4,Wegedornstraße,secondary,50,False,7.443,"LINESTRING (13.5266719 52.4265277, 13.5266757 52.4265946)",,,,,,,,,,3273797701,2627346857,0
327462545,4,Tiergartenstraße,secondary,50,False,71.789,"LINESTRING (13.3700679 52.5109433, 13.3705229 52.5110213, 13.3708852 52.5110834, 13.3709426 52.5110932, 13.371089 52.5111183)",,,,,,,,,,3342452759,26822368,0
"[374595307, 4677645, 332164879]","['6', '5']","['Perleberger Straße', 'Fennbrücke']",secondary,50,False,65.174,"LINESTRING (13.3610891 52.5376502, 13.3609188 52.5375753, 13.3605495 52.5374107, 13.3604522 52.5373667, 13.3603135 52.5373024)",,yes,,,,,,,,3392791695,673035739,0
"[374595314, 374595316, 374595315, 374595308]",2,"['Fennbrücke', 'Fennstraße']",secondary,50,True,96.476,"LINESTRING (13.3610891 52.5376502, 13.3613615 52.5377219, 13.3615245 52.5377937, 13.3617011 52.537875, 13.3620117 52.5380185, 13.3621998 52.5381736)",,yes,,,,,,,,3392791695,3152369266,0
"[363555216, 192298337, 593851940, 593851942]","['2', '4']",Thaerstraße,tertiary,50,False,399.561,"LINESTRING (13.4558175 52.5222834, 13.4559909 52.5225162, 13.4562905 52.5229273, 13.456399 52.5230734, 13.4564345 52.5231264, 13.4565289 52.523258, 13.4573123 52.5244191, 13.4573893 52.5245376, 13.4577629 52.525085, 13.4578851 52.5252683, 13.4579735 52.5253932, 13.4580479 52.5254549, 13.4580839 52.5254786, 13.4582055 52.5255587)",,,,,,,,,,3619264761,29784672,0
135777010,2,Hermann-Dorner-Allee,tertiary,50,False,38.605,"LINESTRING (13.5216043 52.4346773, 13.5220107 52.4349205)",11,,,,,,,,,3656559932,3656559933,0
135777010,2,Hermann-Dorner-Allee,tertiary,50,False,78.219,"LINESTRING (13.5216043 52.4346773, 13.5207689 52.4341921)",11,,,,,,,,,3656559932,1560225339,0
361138488,,,path,,False,11.631,"LINESTRING (13.5216043 52.4346773, 13.5214889 52.4347547)",,,,,,,,,,3656559932,837696856,0
135777010,2,Hermann-Dorner-Allee,tertiary,50,False,27.42,"LINESTRING (13.5220107 52.4349205, 13.5223104 52.4350861)",11,,,,,,,,,3656559933,1560225466,0
135777010,2,Hermann-Dorner-Allee,tertiary,50,False,38.605,"LINESTRING (13.5220107 52.4349205, 13.5216043 52.4346773)",11,,,,,,,,,3656559933,3656559932,0
361138490,,,path,,False,11.26,"LINESTRING (13.5220107 52.4349205, 13.5218949 52.4349931)",,,,,,,,,,3656559933,837697299,0
"[30854275, 30855946, 94133643, 30855948, 370361656, 182689595, 182689596]","['5', '4']","['Eberswalder Straße', 'Bernauer Straße']",secondary,"['30', '50']",False,740.5639999999999,"LINESTRING (13.4109024 52.5411377, 13.4100925 52.5412078, 13.4090932 52.5412944, 13.4085273 52.5413439, 13.4084467 52.5413458, 13.4084054 52.5413467, 13.4082157 52.5413345, 13.4074548 52.5411887, 13.40668 52.5410409, 13.4058896 52.5408885, 13.4056583 52.5408443, 13.4055412 52.5408226, 13.4054541 52.5408065, 13.4054268 52.5408015, 13.4054137 52.540799, 13.404584 52.5406415, 13.4044732 52.5406198, 13.4044431 52.5406136, 13.4042864 52.5405795, 13.4034678 52.5403648, 13.4034621 52.5403633, 13.4029113 52.5402084, 13.4025633 52.5401134, 13.4024691 52.5400868, 13.402339 52.540049, 13.4021877 52.5400051, 13.4015572 52.5398222, 13.4005459 52.539533)",,,,,,,,,,3740694097,1837885858,0
370361883,2,Eberswalder Straße,secondary,50,True,74.832,"LINESTRING (13.4109024 52.5411377, 13.4110114 52.5410982, 13.4110855 52.5410713, 13.4117916 52.5410078, 13.4118308 52.5410046, 13.4119696 52.5409934)",,,,,,,,,,3740694097,343216049,0
338687111,4,Askanierring,residential,,False,10.223,"LINESTRING (13.2074791 52.5540608, 13.2076303 52.5540617)",,,,,,,,,,3790582262,33017688,0
"[126833945, 338687111]",4,Askanierring,residential,,False,503.1070000000001,"LINESTRING (13.2074791 52.5540608, 13.2074044 52.5540604, 13.2070228 52.5540582, 13.2065372 52.5540553, 13.2061435 52.554053, 13.2047195 52.5540716, 13.2042432 52.5540742, 13.2032728 52.5540796, 13.2026548 52.554083, 13.2022915 52.554076, 13.2010435 52.554052, 13.2005451 52.5540414, 13.2000403 52.5540207)",,,,,,,,,,3790582262,1404907442,0
367831495,,,path,,False,360.96999999999997,"LINESTRING (13.2074791 52.5540608, 13.2074179 52.5541738, 13.2065256 52.5541865, 13.2064338 52.5541867, 13.2059101 52.5541924, 13.2048922 52.5542001, 13.2042367 52.5542034, 13.2041694 52.5542095, 13.2035531 52.5542181, 13.2032728 52.5542184, 13.2027324 52.5542189, 13.2025178 52.5542173, 13.2023562 52.5541732, 13.2022925 52.5541655)",,,,,,,,,,3790582262,3717100331,0
25199979,3,Teltower Damm,secondary,50,False,105.418,"LINESTRING (13.2595761 52.4301932, 13.259665 52.4299674, 13.2597461 52.4297077, 13.2597515 52.4296906, 13.2598104 52.4294822, 13.2598181 52.4294495, 13.2598301 52.4293907, 13.2598564 52.4292614)",,,,,,,,,,3792723120,27252619,0
437191433,3,Teltower Damm,secondary,50,False,72.929,"LINESTRING (13.2595761 52.4301932, 13.2595427 52.4302648, 13.2593498 52.4306778, 13.259341 52.4306967, 13.2593276 52.4307255, 13.2592816 52.430824)",,,,,,,,,,3792723120,27252603,0
32619003,,Herbergerweg,path,,False,96.98000000000002,"LINESTRING (13.2595761 52.4301932, 13.2597052 52.4302166, 13.2597517 52.430223, 13.2599431 52.4302581, 13.2602038 52.4303018, 13.2608014 52.430402, 13.2609542 52.4304266)",,,,,,,,,,3792723120,366807881,0
706790674,,Platanenallee,tertiary,50,False,8.939,"LINESTRING (13.2634747 52.5148573, 13.2633428 52.5148617)",,,,,,,,,,3817030586,27559811,0
"[4515858, 4515867]",,"['Platanenallee', 'Knobelsdorffstraße']",tertiary,50,False,1243.632,"LINESTRING (13.2634747 52.5148573, 13.263612 52.5148483, 13.263662 52.5148445, 13.2636893 52.5148418, 13.2645405 52.5146963, 13.2646395 52.5146741, 13.2669648 52.5142422, 13.2670981 52.5142188, 13.2684775 52.5139766, 13.2699371 52.5137184, 13.2730634 52.513181, 13.2750924 52.5128048, 13.2753726 52.5127614, 13.2764943 52.512609, 13.2765594 52.5125998, 13.2766855 52.5125927, 13.276875 52.512602, 13.2769596 52.5126062, 13.2808376 52.512797, 13.2811046 52.5128114, 13.2811692 52.5128149, 13.2813148 52.5128227)",,,,,,,,,,3817030586,26785774,0
706790676,,,cycleway,,True,294.078,"LINESTRING (13.2634747 52.5148573, 13.2621473 52.5156312, 13.2612028 52.5162008, 13.2609013 52.5163892, 13.2605338 52.5166653, 13.2603739 52.5166808)",,,,,,,,,,3817030586,3959807551,0
"[4540288, 4675799]",,"['Bremer Straße', 'Birkenstraße']",residential,30,False,364.4030000000001,"LINESTRING (13.342547 52.5319952, 13.3425156 52.5320035, 13.3418738 52.5321724, 13.3417024 52.5322172, 13.3413315 52.5323051, 13.3400822 52.532646, 13.3394306 52.5328146, 13.3392168 52.5328699, 13.33922 52.5328888, 13.3393543 52.5334767, 13.3393855 52.5336134, 13.3394394 52.5338404, 13.3394761 52.533928)",,,,,,,,,,3835057598,26726579,0
4618777,,Pohlstraße,residential,30,False,212.30700000000004,"LINESTRING (13.3608709 52.5016392, 13.3623557 52.5011859, 13.3624196 52.5011666, 13.3625418 52.501128, 13.3634515 52.500841, 13.3635167 52.5008227, 13.363681 52.5007961)",,,,,,,,,,3839048408,26823001,0
25367620,2,,unclassified,,False,170.215,"LINESTRING (13.5114831 52.4595306, 13.5094846 52.4604582)",,,,,,,,,,3859556860,1964800719,0
25367620,2,,unclassified,,False,17.049,"LINESTRING (13.5114831 52.4595306, 13.5115686 52.4593864)",,,,,,,,,,3859556860,1964800715,0
382737859,,,cycleway,,False,85.572,"LINESTRING (13.5114831 52.4595306, 13.511759 52.4594589, 13.5118458 52.4594226, 13.5123839 52.4591762, 13.5124985 52.4591429, 13.5125398 52.4591309, 13.5125506 52.4591278)",,,,,,,,,,3859556860,3859556857,0
24047259,,Hohenzollernring,residential,30,False,946.157,"LINESTRING (13.1971688 52.5384026, 13.1970393 52.5384874, 13.1969356 52.5385553, 13.1967836 52.5387138, 13.1963192 52.539201, 13.1960366 52.5394975, 13.1960025 52.5395332, 13.1958719 52.5396699, 13.1955859 52.5400364, 13.1955151 52.5401363, 13.1952225 52.5405491, 13.1951828 52.5406016, 13.1949755 52.5408761, 13.1949313 52.5409368, 13.194721 52.5412266, 13.1946489 52.5413263, 13.1946188 52.5413675, 13.1944468 52.5415911, 13.1942798 52.5418321, 13.1940747 52.5421481, 13.1937156 52.5427016, 13.1933699 52.5432344, 13.1933566 52.5432575, 13.193161 52.5435315, 13.1930827 52.5436766, 13.1929426 52.5439028, 13.1925483 52.5445393, 13.1920031 52.5453434, 13.1918339 52.5456124, 13.1918182 52.5456374, 13.191716 52.5458068, 13.1916196 52.5459667, 13.1915589 52.5461651)",,,,,,,,,,3882645140,33017638,0
33066933,,Galenstraße,tertiary,50,False,150.99,"LINESTRING (13.1971688 52.5384026, 13.1973141 52.5385489, 13.1973324 52.5385664, 13.1973966 52.5386278, 13.1974339 52.5386628, 13.1976884 52.5389013, 13.1979396 52.5391389, 13.1980067 52.5392032, 13.1983672 52.5395482)",,,,,,,,,,3882645140,26759724,0
"[57395474, 416514035]",2,Galenstraße,tertiary,50,False,350.301,"LINESTRING (13.1971688 52.5384026, 13.1970588 52.5382938, 13.1970157 52.5382525, 13.1965235 52.5377864, 13.1963337 52.5376181, 13.1962784 52.5375447, 13.1961069 52.5372449, 13.1959396 52.5369165, 13.1958769 52.5367868, 13.1958352 52.5366958, 13.1958136 52.5366438, 13.1957939 52.5366064, 13.1957609 52.5365341, 13.1953703 52.5356774, 13.1953364 52.5356031, 13.1952904 52.5354968)",,,,,,,,,,3882645140,6169025779,0
387211456,3,Zingster Straße,tertiary,,False,48.501999999999995,"LINESTRING (13.5045255 52.5636353, 13.5047469 52.5634394, 13.5047865 52.5634044, 13.5049319 52.5632758)",,,,,,,,,,3905306784,30690378,0
388142802,2,Birkbuschstraße,tertiary,50,False,58.27300000000001,"LINESTRING (13.3317768 52.4429216, 13.3318266 52.4428322, 13.3319286 52.4426522, 13.3319522 52.4426107, 13.3320045 52.4425184, 13.3320568 52.4424261)",,,,,,,,,,3913498337,1614392921,0
"[191989784, 4689494, 4609223]",,"['Lissabonallee', 'Lindenthaler Allee']","['residential', 'tertiary']","['30', '50']",False,870.1070000000001,"LINESTRING (13.2244826 52.4289033, 13.224623 52.4286384, 13.2246995 52.4285139, 13.2252019 52.4276929, 13.2254438 52.4273022, 13.2255589 52.4271107, 13.225691 52.4269633, 13.2258468 52.4268291, 13.2259739 52.4267532, 13.2260197 52.4267259, 13.2262576 52.4266234, 13.2264955 52.4265508, 13.2266888 52.4265053, 13.2267546 52.4264938, 13.2268849 52.4264841, 13.2270014 52.4264805, 13.2271799 52.426475, 13.227297 52.4264714, 13.2275102 52.4264648, 13.2276158 52.4264615, 13.2278382 52.4264547, 13.2291589 52.4264205, 13.2293501 52.4264155, 13.2295526 52.4270084, 13.2295724 52.4270968, 13.2296377 52.4273893, 13.2296403 52.4274249, 13.2296633 52.4275597, 13.2296844 52.4277349, 13.2296967 52.4278512, 13.2297416 52.4282769, 13.2298011 52.4287352, 13.2298344 52.4289913, 13.2298775 52.4297168, 13.2298776 52.4297373)",,,,,,,,,,3934310624,29808739,0
"[472043212, 390271438]",,Lissabonallee,residential,30,True,70.639,"LINESTRING (13.2244826 52.4289033, 13.2243419 52.4291825, 13.2242332 52.4293982, 13.2242249 52.4294146, 13.2241565 52.4295059)",,,,,,,,,,3934310624,18244417,0
395140994,,,cycleway,,False,48.091,"LINESTRING (13.3147275 52.5986382, 13.3140207 52.5986906)",,,,,,,,,,3980315741,2941002995,0
25690664,,,cycleway,,False,417.447,"LINESTRING (13.3147275 52.5986382, 13.3148211 52.5987307, 13.3148569 52.5988526, 13.3148256 52.5989794, 13.3147387 52.5991252, 13.3146427 52.5993177, 13.3145327 52.5995498, 13.3143754 52.5997823, 13.3143165 52.5998589, 13.3142426 52.5999494, 13.3140616 52.6001024, 13.3136096 52.6003812, 13.3132702 52.6005701, 13.3126879 52.6008672, 13.3121033 52.6011483, 13.3118688 52.601278, 13.3114363 52.6015693)",,,,,,,,,,3980315741,272357788,0
25690664,,,cycleway,,False,168.9,"LINESTRING (13.3147275 52.5986382, 13.314599 52.5985132, 13.3145442 52.5984186, 13.3145265 52.5983376, 13.3145469 52.5982773, 13.3148762 52.5979773, 13.3153812 52.5974911, 13.3155501 52.5973281)",,,,,,,,,,3980315741,272357804,0
627228820,2,Alt-Stralau,tertiary,50,False,8.948,"LINESTRING (13.466104 52.4968431, 13.4661994 52.4967874)",,,,,,,,,,4081394148,4280869749,0
151353905,,Alboinstraße,tertiary,50,False,277.162,"LINESTRING (13.3695812 52.4581692, 13.3694586 52.4566135, 13.369456 52.4565596, 13.3694519 52.4564736, 13.369483 52.4564, 13.3697874 52.4559146, 13.3698347 52.455828, 13.3698324 52.4557198)",,,,,,,,,,4114802920,2292247939,0
409588151,,Alboinplatz,tertiary,50,True,57.85000000000001,"LINESTRING (13.3695812 52.4581692, 13.3696218 52.4582506, 13.3696061 52.4583753, 13.3695682 52.458406, 13.3695322 52.4584352, 13.3694231 52.4584599, 13.3691551 52.4584775)",,,,,,,,,,4114802920,1022827659,0
412127618,4,Vincent-van-Gogh-Straße,tertiary,50,False,8.363,"LINESTRING (13.5207177 52.5684432, 13.5206922 52.5685168)",,,,,,,,,,4136568473,4201284352,0
412127618,4,Vincent-van-Gogh-Straße,tertiary,50,False,78.946,"LINESTRING (13.5207177 52.5684432, 13.52074 52.568375, 13.5208034 52.5681717, 13.5208818 52.5679415, 13.5208925 52.5679164, 13.5209549 52.5677481)",,,,,,,,,,4136568473,49837736,0
891460564,,,path,,False,550.496,"LINESTRING (13.5207177 52.5684432, 13.5208885 52.5684651, 13.5214856 52.5685418, 13.521604 52.5685853, 13.5229713 52.5687572, 13.5246337 52.568966, 13.5248714 52.5689937, 13.5250267 52.5690038, 13.5251122 52.5690093, 13.5253785 52.5690313, 13.5263806 52.5691551, 13.5266577 52.5691976, 13.5268149 52.5692198, 13.5270334 52.569266, 13.5272031 52.5692898, 13.5274937 52.5694084, 13.5276747 52.5694825, 13.5280291 52.5696277, 13.5281547 52.5696443, 13.5285183 52.5697022)",,,,,,,,,,4136568473,8285962740,0
435358686,3,Prendener Straße,secondary,50,False,9.662,"LINESTRING (13.52058 52.5688197, 13.5206064 52.5687343)",,,,,,,,,,4136568478,30689763,0
"[176050275, 156952497, 156952498, 624179322, 435358686]","['2', '3']","['Prendener Straße', 'Dorfstraße']",secondary,"['30', '50']",False,424.77500000000003,"LINESTRING (13.52058 52.5688197, 13.5205646 52.5688693, 13.520451 52.5692317, 13.5204217 52.5693303, 13.5203969 52.5694104, 13.5203706 52.5695564, 13.5203629 52.5696598, 13.5203725 52.5697706, 13.5203959 52.5699141, 13.5204395 52.5700687, 13.520506 52.5703064, 13.5205504 52.5704516, 13.5206727 52.5708445, 13.5207187 52.5710624, 13.5207276 52.5712784, 13.5207283 52.5714003, 13.5207217 52.571465, 13.5206746 52.5716358, 13.5205355 52.5721036, 13.5205219 52.5721737, 13.5204695 52.5723709, 13.5204534 52.5724639, 13.5204223 52.5725956)",,,,,,,,,,4136568478,115557337,0
891460561,,,path,,False,107.654,"LINESTRING (13.52058 52.5688197, 13.5207639 52.5688406, 13.520896 52.5688556, 13.5218765 52.5689749, 13.5221424 52.5690081)",,,,,,,,,,4136568478,8285962718,0
"[417687019, 169704581]","['2', '3']",Rathenower Straße,tertiary,50,False,243.487,"LINESTRING (13.3549047 52.5273053, 13.3542872 52.5280416, 13.3541314 52.5282272, 13.3538203 52.5285976, 13.3537442 52.528689, 13.3534001 52.5291028, 13.3533539 52.5291583, 13.3532724 52.5292569)",,,,,,,,,,4181885132,5318046880,0
417687061,3,Rathenower Straße,tertiary,50,True,59.038,"LINESTRING (13.3549047 52.5273053, 13.3549495 52.5270999, 13.355103 52.5269037, 13.355189 52.526811)",,,,,,,,,,4181885132,26725638,0
"[840921134, 375991062]",2,Rathenower Straße,tertiary,"['30', '50']",False,295.419,"LINESTRING (13.3511696 52.5317374, 13.3517318 52.5310801, 13.3517676 52.5310382, 13.3518182 52.5309766, 13.3518712 52.5309121, 13.3519044 52.5308731, 13.352711 52.5299257, 13.3529734 52.5296176, 13.3529912 52.5295967, 13.3530619 52.5295136, 13.353103 52.5294653, 13.3531759 52.5293776)",,,,,,,,,,4181885139,5318047311,0
